incident_id,incident_date,sector,region,attack_type,threat_actor,records_affected,downtime_hours,ransom_demand_usd,detection_time_hours,severity_score,response_team_size,regulatory_fine_usd,resolved_within_7_days,data_exfiltration,zero_day_used
INC-00649,2022-08-03,Healthcare,Latin America,Supply Chain,Hacktivist,19105,20.09,66124,30.55,7.16,8,269689,0,1,1
INC-00650,2023-05-15,Retail,Middle East & Africa,Insider Threat,Hacktivist,554667,21.87,44048,58.25,5.93,14,20521,1,0,0
INC-00651,2023-09-21,Manufacturing,Middle East & Africa,Insider Threat,Insider,77525,32.54,11669,71.47,7.32,6,31585,0,1,0
INC-00652,2023-06-06,Energy,Europe,Ransomware,Hacktivist,225359,50.49,309951,19.79,8.41,17,66399,0,1,0
INC-00653,2021-09-24,Finance,Asia Pacific,Insider Threat,State-Sponsored,921262,46.16,81403,23.3,9.37,10,0,0,0,0
INC-00654,2021-07-17,Retail,Europe,Supply Chain,Hacktivist,72368,6.86,115235,1,6.31,15,0,1,1,1
INC-00655,2023-07-10,Healthcare,Asia Pacific,Insider Threat,Insider,188951,53.01,115551,36.15,10,11,197624,0,1,0
INC-00656,2024-04-08,Government,Latin America,Credential Theft,Cybercriminal Group,80400,19.9,18413,40.09,5.58,9,3449,0,0,0
INC-00657,2024-09-23,Manufacturing,Latin America,Phishing,State-Sponsored,373290,19.59,43108,34.58,6.04,16,40758,1,1,0
INC-00658,2022-02-03,Energy,Latin America,DDoS,Hacktivist,54979,42.64,62918,75.46,7.07,10,0,0,0,0
INC-00659,2021-05-04,Energy,Latin America,Malware,State-Sponsored,130943,3.1,54742,21.68,2.61,7,10552,1,0,0
INC-00660,2024-10-28,Government,North America,Supply Chain,Insider,69925,64.54,0,13.14,8.57,15,0,0,0,0
INC-00661,2024-04-23,Finance,Latin America,Malware,Cybercriminal Group,80019,12.98,59207,82.62,6.7,12,50365,0,0,0
INC-00662,2025-03-09,Retail,Latin America,Ransomware,State-Sponsored,148548,24.2,404690,60.8,6.52,4,41750,0,0,0
INC-00663,2024-12-02,Manufacturing,Europe,Ransomware,Unknown,310777,2.98,0,29.2,4.92,11,15335,1,1,0
INC-00664,2025-02-10,Government,Latin America,Phishing,Insider,92358,15.31,23794,38.44,5.55,16,16900,1,0,0
INC-00665,2022-12-21,Government,North America,DDoS,State-Sponsored,27327,72.15,62165,30.8,7.98,12,0,0,0,0
INC-00666,2023-08-29,Manufacturing,Middle East & Africa,DDoS,Cybercriminal Group,149439,0.58,8439,1,3.5,13,67687,1,0,1
INC-00667,2022-12-08,Finance,Latin America,Phishing,State-Sponsored,25356,62.81,0,34.15,10,11,165160,0,1,1
INC-00668,2021-01-24,Education,Middle East & Africa,Ransomware,Hacktivist,441035,12.16,248687,21.4,4.96,9,0,1,0,0
INC-00669,2022-01-10,Manufacturing,North America,Malware,State-Sponsored,67149,13.17,0,3.29,2.29,12,0,1,0,0
INC-00670,2022-02-20,Technology,Middle East & Africa,Malware,Cybercriminal Group,39775,11.55,38946,59.89,4.12,12,11863,1,0,0
INC-00671,2024-12-16,Education,Middle East & Africa,DDoS,Cybercriminal Group,32797,27.07,0,36.71,2.81,10,76135,1,0,0
INC-00672,2021-04-12,Government,North America,DDoS,State-Sponsored,118347,30.16,0,12.59,5.89,9,0,0,0,0
INC-00673,2022-12-11,Finance,Asia Pacific,Supply Chain,State-Sponsored,45779,16.42,0,71.36,7.0,14,0,1,1,0
INC-00674,2022-10-04,Energy,Asia Pacific,Supply Chain,Cybercriminal Group,343096,16.98,0,54.81,6.22,7,31999,0,1,0
INC-00675,2025-02-25,Government,Middle East & Africa,DDoS,Insider,98446,9.46,36685,37.97,4.41,16,0,1,0,0
INC-00676,2022-02-26,Healthcare,Latin America,Malware,Cybercriminal Group,133085,23.0,85327,7.57,5.61,21,0,1,0,0
INC-00677,2022-11-03,Government,Asia Pacific,Ransomware,Cybercriminal Group,10279,24.26,484458,11.74,7.34,10,56277,0,1,0
INC-00678,2021-01-12,Government,Middle East & Africa,Malware,Hacktivist,128645,33.08,55654,15.67,8.2,19,0,0,1,0
INC-00679,2025-03-19,Retail,Asia Pacific,Insider Threat,Cybercriminal Group,206463,42.13,0,35.54,8.72,14,0,0,1,0
INC-00680,2021-03-09,Energy,Middle East & Africa,Malware,Unknown,153210,23.35,122849,32.77,6.16,18,0,1,1,0
INC-00681,2021-09-27,Retail,Asia Pacific,Credential Theft,Hacktivist,85111,61.31,0,20.48,7.97,15,8488,0,1,0
INC-00682,2022-01-27,Energy,Asia Pacific,DDoS,Hacktivist,90607,32.84,7232,19.31,6.61,6,12734,0,0,1
INC-00683,2023-06-21,Energy,Middle East & Africa,Ransomware,Hacktivist,28002,59.23,144996,17.48,7.36,17,32193,0,0,0
INC-00684,2021-10-03,Technology,Asia Pacific,Phishing,Unknown,88446,10.05,79997,2.14,3.47,12,0,1,0,0
INC-00685,2023-05-28,Healthcare,Latin America,Malware,Insider,11582,42.17,47691,15.19,5.94,7,0,0,0,0
INC-00686,2021-05-23,Government,Middle East & Africa,DDoS,Insider,49678,17.19,0,50.42,5.66,9,7966,0,0,0
INC-00687,2021-01-16,Healthcare,Latin America,Supply Chain,State-Sponsored,12756,22.39,0,36.74,5.88,11,17808,1,0,0
INC-00688,2025-01-29,Healthcare,Latin America,Malware,Insider,8350,38.1,0,48.93,9.08,4,0,0,0,1
INC-00689,2024-10-20,Energy,North America,Supply Chain,Hacktivist,22943,6.82,51809,12.29,3.39,7,39147,1,0,0
INC-00690,2021-05-01,Manufacturing,Europe,DDoS,Hacktivist,73962,0.5,75365,31.99,3.9,4,24496,1,0,0
INC-00691,2021-10-06,Finance,Middle East & Africa,Phishing,Cybercriminal Group,34711,13.17,33388,21.0,4.81,4,27392,1,0,0
INC-00692,2022-08-13,Government,Asia Pacific,DDoS,Hacktivist,372497,0.5,28930,27.79,3.93,10,0,1,0,0
INC-00693,2023-11-08,Government,Europe,Phishing,Insider,16041,12.83,59160,1,5.32,13,111886,1,1,0
INC-00694,2024-05-31,Energy,North America,Insider Threat,State-Sponsored,37912,34.36,83947,9.67,4.9,12,74421,0,1,0
INC-00695,2021-07-01,Retail,Middle East & Africa,Insider Threat,Cybercriminal Group,60595,29.51,0,58.37,6.82,10,21515,0,1,0
INC-00696,2024-06-02,Technology,Latin America,Credential Theft,Unknown,14102,36.29,17377,18.14,5.68,11,65694,0,1,0
INC-00697,2022-10-05,Energy,Asia Pacific,Malware,Insider,38291,35.45,10212,6.53,4.52,14,24027,1,0,0
INC-00698,2024-10-26,Technology,Latin America,Phishing,State-Sponsored,43088,5.75,80955,42.57,5.17,13,0,0,1,0
INC-00699,2024-02-29,Technology,Latin America,Ransomware,Unknown,215702,38.79,494845,49.86,7.55,17,10634,0,1,0
INC-00700,2023-10-28,Finance,Latin America,DDoS,State-Sponsored,37992,34.86,34893,21.7,6.65,13,0,0,0,0
INC-00701,2024-08-04,Government,North America,Insider Threat,Unknown,37302,35.55,103505,1,6.27,8,109304,0,1,0
INC-00702,2023-06-09,Manufacturing,North America,DDoS,State-Sponsored,112864,44.04,0,39.53,6.18,12,41469,1,1,0
INC-00703,2022-06-08,Healthcare,Middle East & Africa,Insider Threat,Unknown,74404,17.11,107518,55.1,6.51,6,0,0,1,0
INC-00704,2025-03-30,Manufacturing,Latin America,Phishing,State-Sponsored,556479,33.11,73489,9.85,7.88,12,29748,1,0,1
INC-00705,2023-09-05,Technology,Middle East & Africa,DDoS,Unknown,312036,13.18,78294,36.08,4.4,9,56475,1,0,0
INC-00706,2021-04-25,Finance,Middle East & Africa,Phishing,State-Sponsored,104891,16.74,0,52.99,6.81,14,6821,0,0,0
INC-00707,2023-03-24,Manufacturing,Middle East & Africa,DDoS,Unknown,18866,34.04,69623,75.96,6.94,4,0,0,0,0
INC-00708,2024-03-18,Education,Europe,Phishing,Cybercriminal Group,32386,19.35,33418,48.88,2.59,12,0,1,0,0
INC-00709,2021-09-10,Technology,Europe,Insider Threat,Cybercriminal Group,132615,14.24,0,47.88,5.28,12,0,0,0,0
INC-00710,2022-07-31,Healthcare,Middle East & Africa,Insider Threat,Hacktivist,57293,61.85,21719,6.36,8.2,6,92497,1,1,0
INC-00711,2021-01-21,Retail,North America,Ransomware,Hacktivist,150968,28.72,240237,26.35,6.24,11,0,1,1,0
INC-00712,2021-07-14,Healthcare,Europe,Insider Threat,State-Sponsored,45793,0.5,25748,71.11,6.45,20,21604,1,1,0
INC-00713,2024-06-07,Technology,Asia Pacific,Phishing,Unknown,27141,8.74,0,11.58,3.15,18,32616,1,0,0
INC-00714,2021-02-20,Healthcare,Asia Pacific,Supply Chain,Hacktivist,26818,37.65,48297,53.58,8.09,16,65931,0,1,0
INC-00715,2024-05-09,Technology,Asia Pacific,Phishing,Cybercriminal Group,23539,63.97,0,45.93,7.36,5,0,0,0,0
INC-00716,2024-02-09,Education,Middle East & Africa,Phishing,State-Sponsored,34536,25.14,13102,1,4.71,9,16393,1,0,0
INC-00717,2024-01-12,Government,Europe,Phishing,Unknown,21274,34.41,59607,37.66,5.83,12,0,1,0,0
INC-00718,2024-12-05,Healthcare,Asia Pacific,Supply Chain,Cybercriminal Group,134560,20.3,0,62.13,7.41,13,203583,0,1,0
INC-00719,2021-03-19,Finance,North America,Insider Threat,Insider,132307,26.3,101912,56.2,7.28,16,145339,0,1,0
INC-00720,2024-11-04,Technology,Latin America,Credential Theft,Unknown,19813,38.56,51531,27.02,6.28,8,23428,0,1,0
INC-00721,2024-02-07,Manufacturing,North America,Insider Threat,Hacktivist,55718,55.0,0,56.46,9.91,10,0,0,1,0
INC-00722,2021-10-01,Retail,Middle East & Africa,Supply Chain,Cybercriminal Group,45570,1.2,75659,31.19,2.14,10,45584,1,0,0
INC-00723,2022-10-25,Healthcare,Latin America,Credential Theft,State-Sponsored,91041,38.76,182560,51.97,6.82,18,5554,0,0,0
INC-00724,2024-02-18,Retail,Latin America,Phishing,Hacktivist,26364,18.05,15129,69.18,4.56,22,22493,0,0,0
INC-00725,2023-05-22,Government,Europe,Credential Theft,Cybercriminal Group,31702,35.41,56308,30.31,7.5,9,10469,0,1,0
INC-00726,2023-05-03,Healthcare,North America,Ransomware,Cybercriminal Group,146030,42.57,155347,30.6,6.79,13,250056,0,1,0
INC-00727,2024-11-10,Retail,North America,Insider Threat,State-Sponsored,117247,8.94,30719,24.98,4.33,16,103946,1,0,0
INC-00728,2023-11-21,Government,Middle East & Africa,Malware,Insider,55943,15.21,75024,33.85,5.97,15,16360,1,0,1
INC-00729,2022-08-05,Education,Middle East & Africa,Credential Theft,State-Sponsored,62306,21.1,47457,33.07,6.17,12,0,1,1,0
INC-00730,2022-04-25,Energy,Asia Pacific,DDoS,Unknown,64245,40.76,120350,4.96,4.32,10,0,0,0,0
INC-00731,2021-09-04,Finance,North America,Supply Chain,Cybercriminal Group,18446,40.34,40276,13.31,7.62,10,0,1,1,0
INC-00732,2021-04-28,Finance,Asia Pacific,Credential Theft,Unknown,50585,15.66,51617,61.52,7.13,9,21746,0,1,0
INC-00733,2023-09-22,Government,North America,Insider Threat,Hacktivist,85072,0.5,93975,1.48,3.32,8,0,1,0,0
INC-00734,2024-08-21,Manufacturing,Europe,Credential Theft,Cybercriminal Group,33198,28.07,88531,36.54,5.68,9,0,1,1,0
INC-00735,2022-09-18,Energy,Europe,Insider Threat,Cybercriminal Group,311366,21.42,96523,10.61,4.39,12,0,1,0,0
INC-00736,2024-12-05,Government,North America,Insider Threat,Cybercriminal Group,156431,62.16,18567,26.07,8.92,7,28901,0,1,0
INC-00737,2022-11-30,Energy,North America,Credential Theft,Hacktivist,202847,11.45,74057,37.42,4.99,13,37377,1,1,0
INC-00738,2023-02-13,Manufacturing,Middle East & Africa,Ransomware,Unknown,12779,0.5,194192,52.11,3.68,13,0,1,1,0
INC-00739,2021-12-28,Education,Asia Pacific,Ransomware,Hacktivist,18492,25.35,269283,19.65,6.73,12,0,0,1,0
INC-00740,2025-02-09,Retail,Latin America,Ransomware,State-Sponsored,131877,38.33,128509,26.42,7.19,8,39451,1,1,0
INC-00741,2023-04-09,Government,Latin America,Insider Threat,Cybercriminal Group,85131,49.38,58153,51.99,9.36,15,216291,0,1,0
INC-00742,2022-05-03,Government,Latin America,Supply Chain,Unknown,136516,32.58,85225,20.35,8.52,11,143657,1,1,0
INC-00743,2023-03-27,Government,North America,Ransomware,Insider,46059,16.01,371246,31.81,5.85,12,7466,0,0,0
INC-00744,2024-03-13,Healthcare,Europe,Malware,State-Sponsored,172429,47.97,0,1,8.45,10,0,0,0,1
INC-00745,2022-07-25,Government,Latin America,Supply Chain,Cybercriminal Group,48922,5.59,90521,52.77,4.07,5,21405,0,0,0
INC-00746,2023-07-08,Retail,Middle East & Africa,Ransomware,Unknown,141895,22.14,250821,38.34,4.99,11,21593,1,0,0
INC-00747,2021-03-14,Finance,Asia Pacific,Insider Threat,Cybercriminal Group,20983,50.74,20550,11.74,6.88,17,18268,1,0,0
INC-00748,2024-11-27,Manufacturing,Middle East & Africa,Insider Threat,Hacktivist,24124,0.5,0,37.49,4.08,5,0,1,0,0
INC-00749,2024-04-13,Finance,North America,DDoS,Insider,287053,14.87,0,32.9,4.65,11,22550,1,0,0
INC-00750,2023-12-17,Retail,Europe,Ransomware,Insider,15125,26.65,147914,5.46,2.27,14,8080,1,0,0
INC-00751,2021-12-02,Manufacturing,Middle East & Africa,Ransomware,State-Sponsored,112938,49.81,0,65.09,6.5,7,25791,0,0,0
INC-00752,2024-02-13,Retail,Europe,Credential Theft,Cybercriminal Group,54858,27.12,72611,34.91,5.72,8,33534,1,1,0
INC-00753,2023-04-03,Manufacturing,Latin America,Ransomware,State-Sponsored,94954,30.86,244503,49.95,6.58,9,53137,1,1,0
INC-00754,2021-01-25,Energy,Latin America,Malware,Unknown,22225,66.4,37082,29.8,7.79,8,26161,0,1,0
INC-00755,2024-12-24,Government,Asia Pacific,Supply Chain,Insider,220212,8.92,35157,33.23,5.36,10,189230,1,1,0
INC-00756,2021-11-03,Government,Asia Pacific,Supply Chain,Insider,61332,8.58,6859,12.39,2.91,4,0,1,0,0
INC-00757,2023-11-07,Education,Asia Pacific,DDoS,Cybercriminal Group,192228,29.39,75455,1,4.05,8,0,0,0,0
INC-00758,2022-04-12,Healthcare,Middle East & Africa,Malware,Hacktivist,38342,41.79,66939,43.38,9.14,8,0,1,0,1
INC-00759,2022-09-23,Energy,North America,DDoS,State-Sponsored,207611,36.8,42450,54.48,6.67,11,10796,0,0,0
INC-00760,2024-07-09,Government,Europe,Phishing,Unknown,289183,34.45,78075,1,5.49,9,10736,1,0,0
INC-00761,2022-11-04,Government,Latin America,Phishing,State-Sponsored,165816,48.08,0,65.86,7.66,16,0,0,0,0
INC-00762,2023-06-15,Manufacturing,Middle East & Africa,DDoS,Hacktivist,21930,40.28,0,30.01,5.48,17,38218,1,0,0
INC-00763,2022-03-17,Retail,Latin America,Phishing,State-Sponsored,22112,38.5,46498,42.07,4.79,10,0,0,0,0
INC-00764,2022-05-10,Energy,Middle East & Africa,Phishing,State-Sponsored,46470,0.5,0,11.9,3.77,18,29650,1,0,1
INC-00765,2024-04-06,Education,North America,Credential Theft,Hacktivist,98703,30.29,8245,68.65,5.7,5,45664,1,0,0
INC-00766,2021-02-20,Technology,Latin America,DDoS,Insider,213919,31.21,3298,57.24,5.65,12,19337,0,0,0
INC-00767,2023-01-25,Manufacturing,Asia Pacific,Ransomware,Unknown,165565,29.96,272341,81.21,7.35,17,27146,0,1,0
INC-00768,2021-10-02,Government,Middle East & Africa,Supply Chain,State-Sponsored,8853,26.49,15998,19.32,7.82,15,40861,0,0,0
INC-00769,2024-08-30,Retail,Europe,Insider Threat,Cybercriminal Group,154403,39.09,24242,45.89,4.65,5,0,0,0,0
INC-00770,2021-07-07,Technology,Latin America,Credential Theft,State-Sponsored,72585,14.51,109794,38.91,4.07,5,83315,1,0,0
INC-00771,2022-11-08,Education,Europe,DDoS,Insider,196575,29.7,0,32.3,6.04,9,50249,0,1,0
INC-00772,2023-07-02,Government,Asia Pacific,DDoS,Insider,53832,55.47,93087,41.8,8.45,5,0,0,1,0
INC-00773,2021-10-31,Retail,Asia Pacific,Ransomware,Cybercriminal Group,59254,4.19,167111,68.97,5.55,5,16188,0,1,0
INC-00774,2022-02-19,Retail,Latin America,Malware,Cybercriminal Group,107848,29.96,56172,9.75,4.41,9,3212,1,1,0
INC-00775,2024-05-29,Education,Europe,Ransomware,State-Sponsored,106968,42.55,335060,62.01,7.73,12,50490,0,1,0
INC-00776,2024-07-25,Technology,Asia Pacific,DDoS,Hacktivist,78362,24.06,31218,65.19,4.68,2,23719,1,0,0
INC-00777,2022-01-16,Government,Asia Pacific,Credential Theft,Unknown,175069,5.28,13918,32.2,3.24,8,0,1,0,0
INC-00778,2022-05-09,Energy,North America,Supply Chain,Insider,33257,43.45,62533,62.31,8.16,15,0,1,1,0
INC-00779,2022-12-10,Technology,Asia Pacific,Ransomware,Insider,89911,19.79,287789,5.59,6.93,12,0,0,1,0
INC-00780,2023-03-04,Education,North America,Phishing,Cybercriminal Group,19601,2.95,20879,49.73,2.57,5,1133,1,0,0
INC-00781,2022-05-24,Government,Asia Pacific,Supply Chain,State-Sponsored,10532,8.12,0,53.4,5.86,17,0,0,0,0
INC-00782,2021-07-01,Retail,Europe,Supply Chain,State-Sponsored,43589,49.41,10195,31.99,6.43,14,64329,0,1,0
INC-00783,2021-09-18,Healthcare,Europe,Supply Chain,Unknown,40618,28.88,0,36.89,5.57,8,51061,1,0,0
INC-00784,2023-05-04,Technology,Latin America,DDoS,Insider,27223,1.39,71632,39.72,6.1,7,0,1,1,0
INC-00785,2023-09-05,Finance,Middle East & Africa,Insider Threat,Cybercriminal Group,147273,46.86,19768,32.89,10,8,38394,0,1,0
INC-00786,2021-02-09,Healthcare,Asia Pacific,Ransomware,Hacktivist,151608,28.14,239962,74.6,8.56,7,0,0,1,0
INC-00787,2025-03-09,Energy,Europe,DDoS,State-Sponsored,32383,48.68,0,48.14,6.24,6,0,0,0,0
INC-00788,2024-06-01,Finance,Asia Pacific,Ransomware,Insider,69992,50.55,229572,1,8.27,9,240838,0,1,0
INC-00789,2022-09-10,Technology,North America,Malware,Cybercriminal Group,147066,20.33,0,70.91,6.39,3,31294,1,0,1
INC-00790,2025-01-08,Finance,Europe,Credential Theft,Insider,203132,32.11,56805,42.45,8.17,15,0,1,1,0
INC-00791,2024-04-10,Finance,Latin America,Supply Chain,State-Sponsored,99870,38.42,0,33.82,7.45,13,80213,0,1,0
INC-00792,2023-08-08,Energy,Middle East & Africa,Credential Theft,Insider,94887,21.81,60378,1,3.73,15,4293,1,0,0
INC-00793,2024-04-04,Government,Asia Pacific,Phishing,Unknown,80034,13.44,42958,49.1,6.03,7,0,1,0,0
INC-00794,2022-01-16,Finance,Europe,Credential Theft,Hacktivist,32628,60.61,36590,55.5,9.96,5,0,0,1,0
INC-00795,2021-11-23,Healthcare,North America,Phishing,Hacktivist,60608,50.43,0,67.31,7.14,10,0,0,0,0
INC-00796,2022-02-11,Finance,North America,Supply Chain,Cybercriminal Group,38758,52.12,0,28.09,9.96,8,154907,0,1,1
INC-00797,2023-07-21,Technology,Latin America,Insider Threat,Insider,38141,0.5,25416,42.52,3.73,6,17509,0,1,0
INC-00798,2024-05-02,Government,Europe,Phishing,Insider,63900,26.25,26673,33.45,4.63,14,22209,1,0,0
INC-00799,2024-10-26,Energy,North America,DDoS,Hacktivist,74945,21.7,0,5.61,2.99,13,0,0,0,0
INC-00800,2022-06-07,Retail,North America,Ransomware,Hacktivist,24635,29.58,84393,16.36,4.62,10,0,1,0,0
INC-00801,2024-07-28,Education,Latin America,DDoS,Insider,27003,44.4,105351,26.56,5.29,5,24147,0,0,0
INC-00802,2023-03-26,Manufacturing,North America,Malware,Unknown,372913,9.99,43556,40.92,4.8,11,31349,0,0,0
INC-00803,2023-09-15,Technology,North America,Credential Theft,Cybercriminal Group,184088,35.47,81349,32.89,6.44,11,12679,0,1,0
INC-00804,2021-02-28,Education,North America,Phishing,Insider,16733,20.43,0,11.47,4.14,5,24593,1,0,0
INC-00805,2024-09-06,Energy,North America,Supply Chain,Hacktivist,21697,45.93,24629,67.84,8.15,10,16146,0,1,0
INC-00806,2023-05-05,Government,North America,Credential Theft,Hacktivist,21575,5.8,94095,33.88,6.25,7,160839,1,1,0
INC-00807,2021-08-20,Finance,Asia Pacific,DDoS,Insider,223459,41.72,20082,50.66,5.51,11,59399,0,0,0
INC-00808,2021-11-17,Energy,North America,Insider Threat,State-Sponsored,78373,27.78,0,48.56,5.28,8,35859,1,0,0
INC-00809,2021-03-08,Healthcare,Middle East & Africa,Supply Chain,Hacktivist,38681,13.89,26886,32.51,7.23,3,0,0,1,0
INC-00810,2024-04-27,Government,Latin America,Credential Theft,State-Sponsored,136612,13.71,7688,64.29,7.84,8,0,0,1,0
INC-00811,2021-06-25,Education,Asia Pacific,DDoS,Unknown,51492,5.01,107202,33.84,1.65,10,36555,1,0,0
INC-00812,2022-04-19,Energy,Europe,Phishing,Hacktivist,36013,26.23,3373,57.13,4.47,9,0,1,0,0
INC-00813,2024-02-12,Technology,Middle East & Africa,Malware,Hacktivist,56130,18.47,52419,18.53,2.67,13,39803,1,0,0
INC-00814,2022-06-06,Healthcare,North America,Phishing,Cybercriminal Group,56089,12.75,0,8.6,5.66,11,230943,1,1,0
INC-00815,2021-10-21,Government,Middle East & Africa,Supply Chain,Cybercriminal Group,96916,31.41,29489,43.17,5.79,7,0,0,0,0
INC-00816,2024-12-06,Government,Europe,Ransomware,Insider,54020,12.18,0,52.63,6.78,6,219520,1,1,0
INC-00817,2024-12-16,Retail,North America,DDoS,Cybercriminal Group,54776,31.23,61420,1,5.71,8,27290,1,0,0
INC-00818,2024-02-07,Finance,Middle East & Africa,Ransomware,Unknown,77969,34.09,176494,38.99,6.91,8,53862,1,1,0
INC-00819,2023-12-10,Retail,Europe,Credential Theft,State-Sponsored,264088,7.82,24151,17.43,3.72,9,0,1,1,0
INC-00820,2023-08-09,Retail,Asia Pacific,Credential Theft,Cybercriminal Group,40741,48.11,0,44.91,8.71,14,0,1,1,0
INC-00821,2022-07-30,Government,Middle East & Africa,Ransomware,Unknown,39556,12.95,247290,26.74,5.54,15,7686,1,0,0
INC-00822,2021-08-04,Energy,Latin America,Credential Theft,Unknown,27290,27.92,90090,27.06,5.08,15,0,1,0,0
INC-00823,2024-06-26,Healthcare,Europe,Supply Chain,Hacktivist,71073,8.45,87102,42.61,6.18,14,187732,0,1,0
INC-00824,2022-11-15,Retail,Latin America,DDoS,Insider,17278,4.51,0,39.3,4.17,13,0,1,0,0
INC-00825,2022-08-05,Government,Europe,Malware,State-Sponsored,93092,30.79,64738,32.31,6.21,8,0,0,0,0
INC-00826,2023-01-07,Technology,Latin America,Phishing,Unknown,89387,56.17,24428,60.26,6.43,11,29106,0,0,0
INC-00827,2024-10-15,Technology,Middle East & Africa,Supply Chain,State-Sponsored,112027,3.29,24320,5.47,5.32,7,47047,1,1,1
INC-00828,2023-04-23,Finance,Asia Pacific,Malware,Insider,49090,0.5,66074,64.69,5.3,12,0,0,0,0
INC-00829,2025-03-19,Manufacturing,North America,Credential Theft,Cybercriminal Group,74033,17.66,53712,48.11,6.05,14,0,1,1,0
INC-00830,2023-05-04,Healthcare,Latin America,Supply Chain,Cybercriminal Group,106468,34.83,56302,61.25,9.02,11,119111,0,1,0
INC-00831,2023-09-18,Finance,Latin America,Insider Threat,Insider,28736,10.05,31431,60.62,7.05,13,266866,1,1,0
INC-00832,2022-12-17,Retail,North America,DDoS,Unknown,574548,50.99,93356,63.27,8.74,21,35437,0,0,0
INC-00833,2023-03-24,Manufacturing,North America,DDoS,Cybercriminal Group,34418,39.41,85788,67.13,6.62,5,76488,1,0,0
INC-00834,2022-08-29,Retail,Europe,Supply Chain,Unknown,63039,0.5,148352,1,4.07,15,664,1,0,1
INC-00835,2024-05-14,Government,Asia Pacific,DDoS,State-Sponsored,54261,11.68,16540,29.37,4.94,15,0,1,0,0
INC-00836,2024-05-29,Finance,Europe,DDoS,Hacktivist,111937,51.89,71317,95.82,9.59,9,25514,0,0,1
INC-00837,2021-08-04,Manufacturing,Europe,Insider Threat,Cybercriminal Group,116038,29.66,0,66.56,8.54,10,35247,0,1,0
INC-00838,2024-04-15,Government,Latin America,Supply Chain,Unknown,71985,18.68,14332,21.09,7.71,13,117424,1,1,0
INC-00839,2023-03-27,Technology,Latin America,Supply Chain,Cybercriminal Group,54844,0.5,77742,38.36,5.23,10,0,1,1,0
INC-00840,2023-03-14,Retail,Europe,DDoS,Insider,64676,36.27,98968,40.4,7.1,15,36109,0,1,0
INC-00841,2022-12-02,Finance,Latin America,Phishing,Unknown,138585,37.12,10410,1,6.53,14,0,0,0,0
INC-00842,2022-08-22,Government,Asia Pacific,Phishing,Cybercriminal Group,162061,55.14,9699,33.91,7.13,13,48181,0,0,0
INC-00843,2024-04-21,Retail,Latin America,Insider Threat,Cybercriminal Group,111234,21.49,7764,74.17,6.07,10,0,0,1,0
INC-00844,2021-01-28,Retail,Middle East & Africa,Insider Threat,Insider,527169,0.5,0,10.15,4.36,7,46291,1,0,0
INC-00845,2021-07-09,Energy,Middle East & Africa,Malware,Cybercriminal Group,54617,61.65,122559,28.65,6.28,15,0,0,0,0
INC-00846,2021-06-14,Education,Europe,Ransomware,State-Sponsored,89703,46.15,311994,47.08,6.24,11,6840,0,0,0
INC-00847,2021-05-16,Technology,North America,Insider Threat,Cybercriminal Group,20487,17.37,9696,20.37,5.75,10,32646,1,1,0
INC-00848,2023-05-30,Education,North America,Phishing,State-Sponsored,93258,1.41,88580,65.44,4.76,13,0,0,0,0
INC-00849,2022-06-22,Energy,North America,Malware,Unknown,97761,11.64,21047,57.44,6.16,9,0,0,0,1
INC-00850,2021-06-24,Healthcare,Europe,Malware,Hacktivist,136482,26.24,0,71.78,6.58,11,0,0,0,0
INC-00851,2022-03-13,Energy,Latin America,Malware,Cybercriminal Group,222075,23.66,0,25.09,6.99,13,9710,1,1,1
INC-00852,2025-01-22,Government,Latin America,Insider Threat,Cybercriminal Group,143588,8.56,0,9.7,3.96,9,6191,1,0,0
INC-00853,2024-06-19,Energy,Asia Pacific,Phishing,Cybercriminal Group,23349,24.86,0,68.44,5.98,10,24067,0,0,0
INC-00854,2023-08-04,Energy,Europe,Phishing,State-Sponsored,123571,15.01,53910,1,3.75,8,13780,0,0,0
INC-00855,2025-03-23,Healthcare,North America,Malware,Insider,204991,10.12,125673,42.62,5.62,15,0,0,0,0
INC-00856,2023-03-24,Education,Middle East & Africa,DDoS,State-Sponsored,65917,54.04,4736,74.97,8.18,8,28291,0,0,0
INC-00857,2023-03-02,Healthcare,Middle East & Africa,Malware,Unknown,33184,32.61,0,76.13,5.49,5,0,0,0,0
INC-00858,2024-11-05,Healthcare,Europe,Insider Threat,State-Sponsored,59524,30.78,37021,30.65,6.87,7,87693,0,1,0
INC-00859,2023-10-01,Manufacturing,North America,Supply Chain,Unknown,13247,0.5,0,73.58,5.67,13,25751,1,1,0
INC-00860,2024-03-26,Technology,North America,Insider Threat,Insider,77047,28.98,0,12.73,5.48,13,0,1,0,0
INC-00861,2022-07-07,Finance,Asia Pacific,Credential Theft,Insider,22649,18.8,88099,21.93,6.98,10,15239,0,1,0
INC-00862,2022-09-02,Education,Latin America,Supply Chain,State-Sponsored,55552,0.5,32383,33.45,5.32,11,9140,1,1,1
INC-00863,2022-01-21,Government,Asia Pacific,DDoS,Insider,526729,1.57,181600,40.36,4.52,9,3032,0,0,0
INC-00864,2023-10-16,Technology,North America,Phishing,State-Sponsored,187812,3.97,25032,20.46,5.09,10,17322,1,1,0
